ph,temperature,rainfall,crops
6.8,26.06,574.74,Sesame - Mung bean
5.6,26.65,527.28,Sesame - Mung bean
7.4,27.92,597.28,Sesame - Mung bean
7.1,27.55,595.99,Sesame - Mung bean
6.2,25.93,568.05,Sesame - Mung bean
6.5,25.87,576.45,Sesame - Mung bean
7.4,25.69,545.74,Sesame - Mung bean
7.4,28.82,500.02,Sesame - Mung bean
7.1,29.32,465.11,Sesame - Mung bean
5,29.64,556.64,Sesame - Mung bean
6.6,28.4,550.61,Sesame - Mung bean
5.3,27.42,536.16,Sesame - Mung bean
5.1,27.89,514.3,Sesame - Mung bean
5.9,26.96,440.51,Groundnut - Soybean
5.7,24.29,427.76,Groundnut - Soybean
6.1,26.31,381.95,Groundnut - Soybean
5.6,27.94,451.95,Groundnut - Soybean
6,25.52,385.67,Groundnut - Soybean
5.7,25.2,448.13,Groundnut - Soybean
6.4,27.57,494.94,Groundnut - Soybean
5.5,27.77,384.42,Groundnut - Soybean
6.4,25.25,352.51,Groundnut - Soybean
5.8,24.63,352.67,Groundnut - Soybean
5.9,25.23,428.12,Groundnut - Soybean
5.9,26.23,481.42,Groundnut - Soybean
6.3,27.07,376.75,Groundnut - Soybean
5.9,24.05,402.12,Groundnut - Soybean
6.5,25.09,379.69,Groundnut - Soybean
6.3,26.38,453.72,Groundnut - Soybean
6.1,26.77,372.78,Groundnut - Soybean
5.7,27.24,415.47,Groundnut - Soybean
6.2,25.45,395.33,Groundnut - Soybean
6.4,24.26,430.31,Groundnut - Soybean
5.6,25.98,471.67,Groundnut - Soybean
5.9,25.42,472.04,Groundnut - Soybean
6.3,27.44,370.4,Groundnut - Soybean
5.8,26.72,433.43,Groundnut - Soybean
6.2,27.73,452.66,Groundnut - Soybean
5.5,27.84,396.66,Groundnut - Soybean
5.9,27.91,385.7,Groundnut - Soybean
5.9,24.63,358.27,Groundnut - Soybean
6,24.67,493.63,Groundnut - Soybean
5.5,25.74,420.46,Groundnut - Soybean
5.9,24.83,377.6,Groundnut - Soybean
6.4,24.56,404.7,Groundnut - Soybean
6.1,26.87,431.76,Groundnut - Soybean
5.8,27.72,414.96,Groundnut - Soybean
5.5,26.85,447.08,Groundnut - Soybean
5.5,27.51,483.67,Groundnut - Soybean
5.7,24.95,429.66,Groundnut - Soybean
5.7,24.51,364.26,Groundnut - Soybean
6.1,24.33,351.96,Groundnut - Soybean
6,25.66,481.53,Groundnut - Soybean
6.1,26.71,402.66,Groundnut - Soybean
5.5,27.32,421.02,Groundnut - Soybean
5.7,26.11,404.85,Groundnut - Soybean
6.3,25.37,368.86,Groundnut - Soybean
5.8,24.1,391.25,Groundnut - Soybean
5.9,26.13,394.15,Groundnut - Soybean
6,24.72,410.83,Groundnut - Soybean
5.5,25.98,425.76,Groundnut - Soybean
6.2,27.15,428.44,Groundnut - Soybean
6,26.54,476.51,Groundnut - Soybean
6,24.11,457.64,Groundnut - Soybean
5.7,26.61,459.57,Groundnut - Soybean
5.8,25.61,376.46,Groundnut - Soybean
6.2,27.99,469.36,Groundnut - Soybean
5.8,25.34,482.96,Groundnut - Soybean
6.1,24.42,474.9,Groundnut - Soybean
5.8,24.22,482.35,Groundnut - Soybean
5.6,27.76,369.94,Groundnut - Soybean
6.1,26.91,460.73,Groundnut - Soybean
6,24.95,498.09,Groundnut - Soybean
6,24.54,440.79,Groundnut - Soybean
6.5,25.81,476.23,Groundnut - Soybean
6.1,27.69,375.68,Groundnut - Soybean
6,24.9,446.12,Groundnut - Soybean
5.9,25.69,364.09,Groundnut - Soybean
5.7,26.56,470.27,Groundnut - Soybean
5.5,25.96,499.69,Groundnut - Soybean
5.7,26.42,493.78,Groundnut - Soybean
6.1,27.16,403.98,Groundnut - Soybean
6.4,24.02,413.2,Groundnut - Soybean
6,24.82,418.71,Groundnut - Soybean
6.2,25.81,444.38,Groundnut - Soybean
6.4,25.53,440.18,Groundnut - Soybean
5.6,28,360.18,Groundnut - Soybean
5.7,26.49,400.78,Groundnut - Soybean
6.3,27.04,350.85,Groundnut - Soybean
5.5,27.51,479.74,Groundnut - Soybean
5.6,26.47,476.07,Groundnut - Soybean
6.3,27.61,462.38,Groundnut - Soybean
5.7,26.71,363.16,Groundnut - Soybean
6.2,27.19,426.37,Groundnut - Soybean
6.1,24.38,393.55,Groundnut - Soybean
6.5,26.21,473.06,Groundnut - Soybean
6.3,24.87,447.19,Groundnut - Soybean
6.2,27.4,392.04,Groundnut - Soybean
5.7,24.94,494.59,Groundnut - Soybean
5.9,26.92,392.63,Groundnut - Soybean
6.2,24,477.58,Groundnut - Soybean
6.2,25.47,384.08,Groundnut - Soybean
6.3,25.03,439.65,Groundnut - Soybean
5.5,26.01,432,Groundnut - Soybean
5.7,27.76,459.55,Groundnut - Soybean
6.5,25.61,373.64,Groundnut - Soybean
6,25.08,429.85,Groundnut - Soybean
5.5,26.61,398.84,Groundnut - Soybean
6.2,25.64,454.42,Groundnut - Soybean
6,27.1,452.04,Groundnut - Soybean
6.4,27.42,408.19,Groundnut - Soybean
6.3,26.86,465.76,Groundnut - Soybean
6.1,26.27,431.81,Groundnut - Soybean
6.6,34.5,810.52,Sunflower - Black gram
7,25.94,789.56,Sunflower - Black gram
7.4,26.45,638.79,Sunflower - Black gram
6.8,30.48,836.17,Sunflower - Black gram
7.3,25.52,725.93,Sunflower - Black gram
7.1,31.93,636.3,Sunflower - Black gram
7.1,34.32,984,Sunflower - Black gram
7.5,31.53,706.87,Sunflower - Black gram
7.3,30.4,641.47,Sunflower - Black gram
7.4,34.2,797.26,Sunflower - Black gram
7.1,32.09,660.56,Sunflower - Black gram
6.5,31.66,672.1,Sunflower - Black gram
6.7,31.4,856,Sunflower - Black gram
7.1,28.75,870.39,Sunflower - Black gram
7.2,31.65,737,Sunflower - Black gram
6.9,28.39,900.26,Sunflower - Black gram
7,32.02,645.82,Sunflower - Black gram
6.9,32.04,627.67,Sunflower - Black gram
7.5,32.65,898.24,Sunflower - Black gram
6.8,29.67,801.72,Sunflower - Black gram
6.6,34.2,647.76,Sunflower - Black gram
7.3,31.09,946.49,Sunflower - Black gram
6.6,32.15,878.05,Sunflower - Black gram
6.8,34.81,951.44,Sunflower - Black gram
6.8,29.96,804.24,Sunflower - Black gram
7.3,27.77,776.23,Sunflower - Black gram
6.8,31.87,927.61,Sunflower - Black gram
6.9,28.49,712.78,Sunflower - Black gram
7.1,25.66,810.07,Sunflower - Black gram
6.8,34.15,665.83,Sunflower - Black gram
7.1,27.23,893.28,Sunflower - Black gram
6.7,28.91,633.23,Sunflower - Black gram
7,31.06,619.06,Sunflower - Black gram
6.6,27.7,703.82,Sunflower - Black gram
6.9,26.73,971.04,Sunflower - Black gram
6.7,34.12,997.21,Sunflower - Black gram
7,25.41,879.96,Sunflower - Black gram
7.4,27.47,805.25,Sunflower - Black gram
7.4,29.57,913.3,Sunflower - Black gram
6.5,29.82,631.45,Sunflower - Black gram
7.1,30.26,784.41,Sunflower - Black gram
6.6,29,662.45,Sunflower - Black gram
7.5,29.71,694.55,Sunflower - Black gram
7.2,30.43,645.03,Sunflower - Black gram
7.1,26.58,732.95,Sunflower - Black gram
7.2,27.84,822.9,Sunflower - Black gram
7,28.42,680.39,Sunflower - Black gram
6.8,28.23,990.45,Sunflower - Black gram
7.4,29.75,952.84,Sunflower - Black gram
6.6,28.39,962.57,Sunflower - Black gram
7,26.85,732.82,Sunflower - Black gram
7.3,31.61,607.16,Sunflower - Black gram
7.1,29.75,729.5,Sunflower - Black gram
6.7,28.6,671.91,Sunflower - Black gram
6.8,27.91,891.5,Sunflower - Black gram
7.3,31.06,700.2,Sunflower - Black gram
7.2,29.55,755.02,Sunflower - Black gram
7.5,34.64,843.07,Sunflower - Black gram
6.8,32.16,711.53,Sunflower - Black gram
7.2,31.89,622.09,Sunflower - Black gram
6.9,33.73,855.71,Sunflower - Black gram
7.4,25.03,879.68,Sunflower - Black gram
7.1,28.13,903.17,Sunflower - Black gram
6.7,28.61,742.1,Sunflower - Black gram
6.9,31.89,909.87,Sunflower - Black gram
7.4,28.32,772.62,Sunflower - Black gram
7.2,32.85,703.94,Sunflower - Black gram
7.3,27.9,864.53,Sunflower - Black gram
6.8,30.09,608.59,Sunflower - Black gram
7,33.09,887.35,Sunflower - Black gram
6.8,31.59,983.9,Sunflower - Black gram
6.6,26.05,964.88,Sunflower - Black gram
6.9,30.43,708.5,Sunflower - Black gram
6.8,28.5,777.13,Sunflower - Black gram
6.7,34.09,939.5,Sunflower - Black gram
6.5,32.01,805.91,Sunflower - Black gram
7.3,25.6,943.22,Sunflower - Black gram
7.1,25.09,989.05,Sunflower - Black gram
6.7,27.64,851.52,Sunflower - Black gram
6.7,26.92,669.48,Sunflower - Black gram
7.4,29.45,906.14,Sunflower - Black gram
6.6,30.99,681.31,Sunflower - Black gram
7.1,34.62,846.25,Sunflower - Black gram
7.4,30.85,863.04,Sunflower - Black gram
7.1,33.11,828.52,Sunflower - Black gram
6.8,33.85,721.37,Sunflower - Black gram
6.8,27.34,950.58,Sunflower - Black gram
7.2,30.73,690.67,Sunflower - Black gram
7.4,33.44,964.93,Sunflower - Black gram
7.3,29.64,992.14,Sunflower - Black gram
6.6,32.06,954.15,Sunflower - Black gram
6.5,28.62,959.49,Sunflower - Black gram
6.6,34,676.58,Sunflower - Black gram
7.5,27.87,830.67,Sunflower - Black gram
7.1,25.05,647.86,Sunflower - Black gram
6.8,33.65,636.43,Sunflower - Black gram
7.5,28.55,720.34,Sunflower - Black gram
6.5,28.88,965.42,Sunflower - Black gram
7.1,26.34,613.16,Sunflower - Black gram
6.6,31.03,701.65,Sunflower - Black gram
