ph,temperature,rainfall,crops
6.8,19.53,32.56,Broccoli - Lettuce
6.9,20.6,27.01,Broccoli - Lettuce
6.8,18.89,27.08,Broccoli - Lettuce
6.6,21.03,26.67,Broccoli - Lettuce
6.7,20.77,30.7,Broccoli - Lettuce
6.6,22.6,29.29,Broccoli - Lettuce
6.8,21.95,31.57,Broccoli - Lettuce
6.9,18.26,33.13,Broccoli - Lettuce
7,19.61,31.91,Broccoli - Lettuce
6.9,22.59,25.8,Broccoli - Lettuce
6.9,18.69,26.32,Broccoli - Lettuce
6.9,22.34,31.14,Broccoli - Lettuce
7,18.48,26.05,Broccoli - Lettuce
6.5,19.54,26.32,Broccoli - Lettuce
6.6,23,29.52,Broccoli - Lettuce
7,20.57,29.47,Broccoli - Lettuce
6.9,18.92,30.46,Broccoli - Lettuce
6.9,21.62,28.16,Broccoli - Lettuce
6.5,21.14,32.96,Broccoli - Lettuce
6.9,19.59,29.57,Broccoli - Lettuce
6.7,18.65,32.26,Broccoli - Lettuce
6.9,20.49,33.35,Broccoli - Lettuce
6.8,22.24,25.08,Broccoli - Lettuce
6.6,22.74,34.13,Broccoli - Lettuce
6.7,18.4,26.86,Broccoli - Lettuce
7,20.88,25.04,Broccoli - Lettuce
6.8,18.02,28.79,Broccoli - Lettuce
6.5,19.34,31.51,Broccoli - Lettuce
6.9,22.96,27.11,Broccoli - Lettuce
6.8,19.3,33.63,Broccoli - Lettuce
6.7,22.42,29.97,Broccoli - Lettuce
7,19.18,28.93,Broccoli - Lettuce
6.5,22.83,34.05,Broccoli - Lettuce
6.7,19.19,33.11,Broccoli - Lettuce
6.6,19.07,27.16,Broccoli - Lettuce
6.8,20.5,30.56,Broccoli - Lettuce
6.6,18.21,25.04,Broccoli - Lettuce
6.8,20.7,32.09,Broccoli - Lettuce
6.9,20.47,34.89,Broccoli - Lettuce
7,20.98,25.85,Broccoli - Lettuce
7,20.24,28.65,Broccoli - Lettuce
6.5,21.19,33.51,Broccoli - Lettuce
6.6,22.94,31.12,Broccoli - Lettuce
6.7,19.38,31.52,Broccoli - Lettuce
6.9,19.13,32.77,Broccoli - Lettuce
6.6,22.65,27.36,Broccoli - Lettuce
7,21.01,28.36,Broccoli - Lettuce
6.9,18.61,30.2,Broccoli - Lettuce
6.9,22.37,26.97,Broccoli - Lettuce
6.7,21.12,34.59,Broccoli - Lettuce
6.7,18.44,29.95,Broccoli - Lettuce
6.6,20.73,29.25,Broccoli - Lettuce
6.7,20.47,29.97,Broccoli - Lettuce
7,18.85,31.72,Broccoli - Lettuce
6.9,19.08,25.67,Broccoli - Lettuce
6.7,20.27,32.59,Broccoli - Lettuce
6.9,20.69,27.14,Broccoli - Lettuce
6.7,19.6,29.43,Broccoli - Lettuce
6.7,21.48,32.31,Broccoli - Lettuce
6.9,22.17,27.67,Broccoli - Lettuce
6.8,18.71,27.19,Broccoli - Lettuce
6.8,21.81,26.86,Broccoli - Lettuce
6.6,19.43,30.12,Broccoli - Lettuce
6.5,19.25,26.79,Broccoli - Lettuce
6.6,20.08,28.76,Broccoli - Lettuce
6.8,18.93,32.2,Broccoli - Lettuce
6.8,21.55,30.85,Broccoli - Lettuce
7,18.78,26.07,Broccoli - Lettuce
6.9,19.73,32.17,Broccoli - Lettuce
6.8,20.46,28.32,Broccoli - Lettuce
6.9,18.95,33.75,Broccoli - Lettuce
6.9,21.1,25.44,Broccoli - Lettuce
7,18.65,30.42,Broccoli - Lettuce
6.8,19.73,31.26,Broccoli - Lettuce
6.8,22.34,33.28,Broccoli - Lettuce
6.7,22.98,27.45,Broccoli - Lettuce
6.6,22.64,29.9,Broccoli - Lettuce
6.7,21.06,31.37,Broccoli - Lettuce
6.6,21.21,26.12,Broccoli - Lettuce
7,21.9,31.38,Broccoli - Lettuce
6.6,22.43,28.62,Broccoli - Lettuce
6.7,19.31,25.71,Broccoli - Lettuce
6.2,16.53,40.37,Cabbage - Spinach
6.1,18.68,48.01,Cabbage - Spinach
6,18.17,48.67,Cabbage - Spinach
6.4,19.06,41.1,Cabbage - Spinach
6.3,20.48,42.3,Cabbage - Spinach
6.3,16.5,45.94,Cabbage - Spinach
6.3,19.09,42.38,Cabbage - Spinach
6.4,17.55,43.79,Cabbage - Spinach
6.2,17.23,45.28,Cabbage - Spinach
6.3,18.08,43.63,Cabbage - Spinach
6.3,16.35,44.21,Cabbage - Spinach
6.2,18.14,48.45,Cabbage - Spinach
6.2,16.14,45.47,Cabbage - Spinach
6.2,16.23,44.37,Cabbage - Spinach
6.1,20.08,49.34,Cabbage - Spinach
6.4,17.08,40.75,Cabbage - Spinach
6.1,20.06,50,Cabbage - Spinach
6.1,19.91,42.18,Cabbage - Spinach
6.2,20.1,43.37,Cabbage - Spinach
6.3,15.16,47.13,Cabbage - Spinach
6,16.5,42.61,Cabbage - Spinach
6.1,20.59,43.58,Cabbage - Spinach
6.2,19.26,49.59,Cabbage - Spinach
6.4,16.85,47.53,Cabbage - Spinach
6.2,20.32,40.29,Cabbage - Spinach
6.4,15.07,44.48,Cabbage - Spinach
6.1,18.92,47.69,Cabbage - Spinach
6,20.84,43.43,Cabbage - Spinach
6.1,17.4,45.07,Cabbage - Spinach
6.4,16.12,45.52,Cabbage - Spinach
6.5,17.85,46.15,Cabbage - Spinach
6.4,15.4,42.67,Cabbage - Spinach
6,17.8,49.78,Cabbage - Spinach
6.2,17.38,47.48,Cabbage - Spinach
6.5,16.3,42.2,Cabbage - Spinach
6.4,15.99,44.26,Cabbage - Spinach
6.2,20.8,49.61,Cabbage - Spinach
6.1,18.54,46.21,Cabbage - Spinach
6.2,17.69,41.94,Cabbage - Spinach
6.4,20.8,49.94,Cabbage - Spinach
6.4,17.2,45.92,Cabbage - Spinach
6.2,15.39,46.27,Cabbage - Spinach
6,17.12,42.14,Cabbage - Spinach
6.4,18.49,40.17,Cabbage - Spinach
6.3,17.66,45.55,Cabbage - Spinach
6.5,18.56,49.8,Cabbage - Spinach
6.2,15.88,43.79,Cabbage - Spinach
6.3,19,40.76,Cabbage - Spinach
6.2,16.18,41.7,Cabbage - Spinach
6.1,15.16,40.99,Cabbage - Spinach
6.2,18.21,43.14,Cabbage - Spinach
6.3,20.54,45.13,Cabbage - Spinach
6.3,20.19,45.26,Cabbage - Spinach
6.4,17.46,42.31,Cabbage - Spinach
6.2,20.24,46.03,Cabbage - Spinach
6.2,16.64,47.57,Cabbage - Spinach
6,18.07,43.23,Cabbage - Spinach
6.1,17.55,45.14,Cabbage - Spinach
6.3,19.99,43.49,Cabbage - Spinach
6.3,17,49.53,Cabbage - Spinach
6.3,19.53,45.03,Cabbage - Spinach
6.2,20.51,41.53,Cabbage - Spinach
6.3,19.16,43.67,Cabbage - Spinach
6.4,15.01,40.63,Cabbage - Spinach
6,20.53,48.78,Cabbage - Spinach
6.4,15.72,49.04,Cabbage - Spinach
6,18.14,43.08,Cabbage - Spinach
6.2,15.01,47.21,Cabbage - Spinach
6.1,16.58,44.42,Cabbage - Spinach
6.3,15.07,49.49,Cabbage - Spinach
6.4,19.95,41.05,Cabbage - Spinach
6,15.24,41.31,Cabbage - Spinach
6,20.95,46.72,Cabbage - Spinach
6.2,19.3,46.04,Cabbage - Spinach
6.1,19.02,45.31,Cabbage - Spinach
6.4,18.93,44.62,Cabbage - Spinach
6.2,17.04,43.28,Cabbage - Spinach
6.3,18.55,43.44,Cabbage - Spinach
6.4,20.23,47.62,Cabbage - Spinach
6.1,18.15,42.68,Cabbage - Spinach
6.2,18.92,42.3,Cabbage - Spinach
6.1,15.38,45.69,Cabbage - Spinach
6.2,16.4,41.68,Cabbage - Spinach
6.5,16.22,41.75,Cabbage - Spinach
6.4,18.21,42.78,Cabbage - Spinach
6,18.2,42.64,Cabbage - Spinach
6.3,16.42,46.48,Cabbage - Spinach
6.4,20.18,40.97,Cabbage - Spinach
6.3,20.05,49.26,Cabbage - Spinach
6.5,18.99,45.57,Cabbage - Spinach
6.3,18.98,48.35,Cabbage - Spinach
6.1,17.86,43.85,Cabbage - Spinach
6.3,18.72,47.34,Cabbage - Spinach
6.3,16.3,46.26,Cabbage - Spinach
6.2,20.63,45.97,Cabbage - Spinach
6.1,19.86,47.68,Cabbage - Spinach
6.3,20.26,43.26,Cabbage - Spinach
6.2,20.71,42.57,Cabbage - Spinach
6.1,16.08,44.83,Cabbage - Spinach
6.4,18.36,41.76,Cabbage - Spinach
